point	pullTeam	recvTeam	event	pullNum	pullCode	recvNum	recvCode	scorTeam
41	vanNH	pdxST	20			7		pdxST
41	vanNH	pdxST	21			24		pdxST
41	vanNH	pdxST	22			10		pdxST
41	vanNH	pdxST	23			24		pdxST
41	vanNH	pdxST	24			7		pdxST
41	vanNH	pdxST	25			16		pdxST
41	vanNH	pdxST	26			13		pdxST
41	vanNH	pdxST	27			16		pdxST
41	vanNH	pdxST	28			24		pdxST
41	vanNH	pdxST	29			2		pdxST
41	vanNH	pdxST	30			42		pdxST
41	vanNH	pdxST	31			10		pdxST
41	vanNH	pdxST	32			2		pdxST
41	vanNH	pdxST	33			7		pdxST
41	vanNH	pdxST	34			10		pdxST
41	vanNH	pdxST	35			7		pdxST
41	vanNH	pdxST	36			42		pdxST
41	vanNH	pdxST	37			13	A	pdxST
41	vanNH	pdxST	38			10	G	pdxST
42	pdxST	vanNH	1	6	P			vanNH
42	pdxST	vanNH	2			91	PU	vanNH
42	pdxST	vanNH	3			5		vanNH
42	pdxST	vanNH	4			21	A	vanNH
42	pdxST	vanNH	5			10	LG	vanNH
43	vanNH	pdxST	1	33	P			pdxST
43	vanNH	pdxST	2			7	PU	pdxST
43	vanNH	pdxST	3			10		pdxST
43	vanNH	pdxST	4			11		pdxST
43	vanNH	pdxST	5			10		pdxST
43	vanNH	pdxST	6			7		pdxST
43	vanNH	pdxST	7			13		pdxST
43	vanNH	pdxST	8			10		pdxST
43	vanNH	pdxST	9			16		pdxST
43	vanNH	pdxST	10			42		pdxST
43	vanNH	pdxST	11			2		pdxST
43	vanNH	pdxST	12			7		pdxST
43	vanNH	pdxST	13			42		pdxST
43	vanNH	pdxST	14	33	D			pdxST
43	vanNH	pdxST	15	33				pdxST
43	vanNH	pdxST	16	45				pdxST
43	vanNH	pdxST	17	4				pdxST
43	vanNH	pdxST	18	37				pdxST
43	vanNH	pdxST	19	8				pdxST
43	vanNH	pdxST	20			7	PU	pdxST
43	vanNH	pdxST	21			10		pdxST
43	vanNH	pdxST	22			7		pdxST
43	vanNH	pdxST	23			10		pdxST
